gender,income_type,annual_income,employment_years,education_level,existing_loan_balance,credit_inquiries,past_due_count,payment_status,approval_status
Female,Commercial associate,64500.0,13.3,Secondary,7300.0,1,0,0,Approved
Female,Working,111400.0,7.7,Higher education,9400.0,1,0,2,Approved
Female,Working,103300.0,5.2,Higher education,8300.0,1,0,2,Rejected
Male,Commercial associate,100800.0,2.4,Incomplete higher,26100.0,1,0,1,Rejected
Female,Working,73500.0,0.0,Higher education,2300.0,3,1,3,Rejected
Male,Working,51200.0,12.4,Academic degree,10500.0,5,1,late,Rejected
Female,Working,84600.0,10.7,Incomplete higher,11200.0,2,0,3,Rejected
Other,Working,86400.0,13.5,Secondary,8000.0,0,0,0,Approved
Female,Working,55000.0,8.6,Higher education,5400.0,1,1,0,Approved
Male,Student,51100.0,0.0,Secondary,1200.0,2,1,0,Rejected
Female,Student,99700.0,0.0,Academic degree,10600.0,2,0,0,Approved
Female,Student,126600.0,8.9,Secondary,16900.0,2,2,0,Rejected
Male,Working,42700.0,4.6,Higher education,12100.0,1,1,0,Approved
Male,Working,53200.0,3.6,Incomplete higher,5400.0,0,0,3,Rejected
Male,Working,70100.0,0.8,Secondary,11300.0,2,0,0,Rejected
Female,Working,74500.0,11.4,Incomplete higher,29700.0,0,0,0,Approved
Male,Working,47300.0,8.9,Secondary,6800.0,7,0,0,Rejected
Male,Working,139700.0,9.1,Secondary,13400.0,2,2,0,Approved
Male,Working,72400.0,3.2,Higher education,14700.0,3,0,0,Rejected
Female,Working,76000.0,7.4,Secondary,3500.0,1,0,0,Approved
Male,Working,132100.0,0.0,Higher education,9100.0,6,0,0,Approved
Male,Pensioner,48900.0,5.8,Lower secondary,9200.0,2,1,1,Rejected
Male,Working,57500.0,0.0,Secondary,11700.0,2,0,0,Rejected
Female,State servant,34100.0,0.0,Higher education,25500.0,1,1,0,Rejected
Female,Working,55400.0,4.8,Incomplete higher,4300.0,1,0,0,Approved
Male,Commercial associate,30600.0,18.9,Higher education,26600.0,1,1,0,Rejected
Male,Working,83800.0,0.0,Secondary,17800.0,3,0,0,Approved
Male,Commercial associate,72300.0,0.0,Lower secondary,38400.0,3,0,2,Rejected
Female,Working,52900.0,7.6,Secondary,1600.0,4,0,0,Approved
Female,Working,57200.0,15.7,Higher education,800.0,3,1,0,Rejected
Male,Commercial associate,84300.0,7.6,Higher education,52000.0,2,0,0,Rejected
Female,Working,35900.0,10.2,Incomplete higher,3400.0,3,0,0,Rejected
Female,Working,65600.0,4.7,Secondary,5800.0,0,0,0,Rejected
Male,State servant,82000.0,3.8,Secondary,5800.0,2,2,0,Rejected
Male,Working,26800.0,6.9,Higher education,17200.0,0,0,1,Rejected
Male,Commercial associate,81500.0,3.1,Secondary,9700.0,1,2,0,Rejected
Female,Commercial associate,28200.0,10.3,Higher education,6600.0,2,0,0,Rejected
Female,Working,56800.0,0.0,Higher education,34000.0,3,0,0,Rejected
Male,Working,35500.0,11.1,Higher education,1300.0,1,0,0,Rejected
Female,Working,114000.0,6.7,Secondary,22400.0,2,0,0,Approved
Female,Pensioner,35600.0,5.4,Secondary,11000.0,2,0,0,Rejected
Female,Working,28500.0,0.0,Lower secondary,6500.0,3,1,2,Rejected
Male,Working,63600.0,1.4,Secondary,7100.0,1,0,1,Rejected
Male,Working,49700.0,12.7,Secondary,9000.0,1,0,0,Rejected
Male,State servant,30400.0,5.4,Secondary,5900.0,2,0,0,Rejected
Male,Pensioner,75900.0,7.9,Secondary,20100.0,3,0,0,Rejected
Female,State servant,24400.0,1.9,Academic degree,8400.0,4,1,2,Rejected
Female,Commercial associate,37600.0,6.3,Secondary,18200.0,3,2,0,Rejected
Female,Commercial associate,46200.0,0.0,Secondary,7200.0,3,0,1,Rejected
Female,Commercial associate,85900.0,7.0,Higher education,13200.0,1,0,0,Approved
Female,State servant,107300.0,8.4,Secondary,13200.0,0,1,0,Approved
Female,Commercial associate,98300.0,8.2,Secondary,11600.0,2,1,0,Rejected
Female,Working,55900.0,1.8,Academic degree,27100.0,6,0,0,Rejected
Male,Commercial associate,20100.0,4.7,Higher education,28900.0,4,0,0,Rejected
Male,Commercial associate,71400.0,9.3,Secondary,19400.0,1,0,0,Rejected
Female,Working,116000.0,5.4,Secondary,23600.0,0,0,0,Rejected
Male,Working,104300.0,5.0,Secondary,18600.0,0,2,late,Rejected
Male,Working,73700.0,16.4,Secondary,7900.0,1,0,0,Approved
Male,Pensioner,35100.0,1.6,Higher education,10300.0,4,0,1,Rejected
Male,Working,47300.0,12.1,Higher education,1700.0,2,0,3,Rejected
Female,Pensioner,142900.0,0.5,Higher education,5100.0,2,2,0,Rejected
Male,Working,31600.0,9.9,Incomplete higher,3400.0,0,1,0,Rejected
Female,Pensioner,35700.0,10.2,Secondary,6400.0,1,2,0,Rejected
Female,Working,91500.0,3.8,Lower secondary,13900.0,1,1,1,Rejected
Female,State servant,49300.0,0.2,Higher education,7700.0,1,1,3,Rejected
Female,Commercial associate,35200.0,0.0,Secondary,20700.0,5,0,default,Rejected
Female,Working,119100.0,3.3,Incomplete higher,5300.0,2,0,0,Rejected
Female,Working,73700.0,9.2,Secondary,17600.0,0,0,3,Rejected
Male,Working,50400.0,0.9,Higher education,4900.0,1,0,0,Rejected
Female,Working,35800.0,7.0,Higher education,25900.0,1,1,0,Rejected
Female,Pensioner,150400.0,0.0,Secondary,5300.0,1,0,0,Approved
Female,State servant,59200.0,5.3,Incomplete higher,15800.0,3,0,0,Rejected
Female,Commercial associate,112300.0,0.5,Secondary,6600.0,3,0,0,Rejected
Female,Commercial associate,89500.0,6.1,Incomplete higher,31800.0,2,1,0,Rejected
Female,Working,47400.0,3.9,Secondary,30900.0,0,0,late,Rejected
Female,Pensioner,47500.0,0.3,Secondary,15500.0,4,0,0,Rejected
Male,Pensioner,114800.0,3.1,Secondary,15300.0,5,0,2,Rejected
Male,Working,115600.0,1.6,Incomplete higher,19700.0,2,0,0,Approved
Male,Student,25700.0,0.0,Secondary,17400.0,1,0,0,Rejected
Male,Working,76700.0,12.1,Incomplete higher,21500.0,3,0,0,Rejected
Male,Pensioner,56700.0,4.6,Secondary,5200.0,5,1,1,Rejected
Other,Student,37600.0,0.0,Higher education,11600.0,2,0,1,Rejected
Male,Pensioner,67400.0,3.3,Secondary,7000.0,2,0,0,Approved
Male,Working,32600.0,11.3,Secondary,30600.0,1,0,0,Rejected
Male,Commercial associate,48500.0,2.5,Lower secondary,3900.0,2,1,0,Approved
Male,Working,41800.0,14.3,Secondary,34100.0,4,0,0,Approved
Female,Pensioner,47800.0,2.0,Higher education,11800.0,2,0,0,Rejected
Female,Working,58000.0,9.1,Higher education,21700.0,1,0,1,Rejected
Female,Commercial associate,37900.0,11.9,Higher education,7700.0,3,0,0,Approved
Female,State servant,121500.0,8.8,Higher education,3600.0,4,0,0,Approved
Male,Working,74800.0,0.0,Incomplete higher,29800.0,1,0,0,Rejected
Female,Working,134300.0,1.6,Higher education,16400.0,2,1,3,Rejected
Male,Commercial associate,55700.0,12.6,Higher education,4300.0,4,0,0,Approved
Male,Working,46800.0,2.3,Higher education,10700.0,1,0,0,Rejected
Male,Working,132100.0,11.6,Higher education,10100.0,3,1,1,Approved
Female,Working,46200.0,4.3,Secondary,16100.0,4,0,0,Rejected
Female,Working,55300.0,7.2,Higher education,5200.0,1,0,0,Rejected
Male,Commercial associate,82800.0,0.0,Secondary,4200.0,1,0,0,Approved
Male,Commercial associate,34300.0,3.3,Higher education,12800.0,3,1,1,Approved
Other,Working,82500.0,1.9,Lower secondary,5400.0,1,0,0,Approved
Male,Working,77800.0,7.7,Lower secondary,30400.0,4,0,0,Approved
Male,Working,106000.0,7.0,Incomplete higher,20300.0,1,2,0,Approved
Female,Working,89400.0,8.9,Higher education,19900.0,3,0,0,Approved
Female,Pensioner,107500.0,3.9,Higher education,1600.0,3,0,0,Rejected
Female,Working,57000.0,1.7,Secondary,7900.0,1,2,0,Approved
Male,Commercial associate,40600.0,7.5,Higher education,9200.0,1,0,0,Approved
Male,State servant,154700.0,1.1,Secondary,4700.0,2,0,0,Rejected
Female,Commercial associate,30100.0,12.1,Secondary,17400.0,0,0,default,Rejected
Male,Commercial associate,31500.0,5.9,Lower secondary,15800.0,5,1,0,Rejected
Female,Working,77200.0,4.8,Incomplete higher,19400.0,2,0,0,Rejected
Female,Working,124400.0,8.9,Higher education,23300.0,2,2,0,Approved
Female,Working,65200.0,6.1,Secondary,22500.0,2,0,0,Approved
Female,Pensioner,93900.0,0.0,Higher education,54800.0,4,1,2,Rejected
Male,Pensioner,24400.0,1.0,Secondary,11400.0,1,1,default,Rejected
Female,Working,47800.0,12.0,Incomplete higher,10000.0,2,1,0,Rejected
Male,Working,25800.0,6.9,Academic degree,17300.0,1,0,0,Rejected
Male,Working,85100.0,0.0,Secondary,26100.0,1,1,0,Rejected
Female,Commercial associate,29800.0,8.3,Secondary,2600.0,2,0,1,Approved
Female,Commercial associate,33700.0,3.6,Secondary,6100.0,1,0,0,Approved
Male,Commercial associate,75500.0,2.0,Secondary,7300.0,2,0,0,Rejected
Female,State servant,96600.0,0.5,Secondary,12200.0,1,0,0,Approved
Male,Working,55700.0,11.7,Secondary,7900.0,2,0,0,Approved
Female,Commercial associate,77400.0,0.0,Secondary,23600.0,3,0,0,Rejected
Male,Commercial associate,76300.0,2.1,Secondary,13500.0,4,0,0,Rejected
Male,Working,54300.0,7.1,Secondary,10600.0,1,0,0,Rejected
Female,State servant,36600.0,14.7,Higher education,15900.0,3,1,0,Approved
Female,Working,77200.0,9.4,Secondary,1900.0,2,1,0,Rejected
Male,Pensioner,78900.0,2.1,Incomplete higher,15400.0,3,0,0,Approved
Female,Pensioner,89500.0,14.5,Secondary,5600.0,3,0,1,Approved
Female,State servant,68900.0,0.0,Secondary,20800.0,4,0,0,Rejected
Female,Commercial associate,35400.0,7.9,Secondary,2300.0,2,0,0,Rejected
Female,Working,81700.0,9.0,Higher education,16700.0,2,1,0,Approved
Male,Pensioner,59800.0,1.9,Secondary,5700.0,2,0,2,Rejected
Male,Pensioner,48200.0,10.1,Higher education,26400.0,3,1,2,Rejected
Female,Commercial associate,52400.0,3.8,Secondary,2900.0,1,1,0,Approved
Male,Pensioner,43900.0,10.1,Academic degree,11900.0,3,0,0,Rejected
Female,Working,89300.0,0.0,Secondary,18800.0,4,0,1,Rejected
Female,Commercial associate,31600.0,8.2,Secondary,14800.0,3,0,1,Rejected
Male,State servant,38300.0,4.4,Incomplete higher,14700.0,2,0,0,Rejected
Other,Working,51600.0,12.5,Secondary,3900.0,1,1,0,Rejected
Female,Commercial associate,123800.0,6.3,Secondary,3700.0,4,1,0,Approved
Female,Student,96200.0,13.0,Incomplete higher,14300.0,0,0,1,Approved
Male,Pensioner,28600.0,9.1,Secondary,12800.0,3,0,0,Rejected
Male,State servant,110000.0,5.8,Secondary,4900.0,3,1,late,Rejected
Female,Working,109900.0,10.6,Secondary,4700.0,1,1,0,Rejected
Female,Student,35300.0,10.6,Secondary,10700.0,2,2,0,Rejected
Male,Working,19300.0,9.0,Lower secondary,8600.0,1,0,1,Rejected
Female,Commercial associate,58000.0,0.0,Higher education,37500.0,2,0,2,Rejected
Female,Working,99200.0,1.4,Higher education,27500.0,3,1,2,Rejected
Female,Pensioner,122500.0,13.7,Secondary,20300.0,2,0,0,Rejected
Female,State servant,40500.0,0.0,Higher education,29700.0,3,1,default,Rejected
Female,Pensioner,131700.0,11.1,Higher education,6900.0,0,0,default,Approved
Male,Commercial associate,22000.0,10.2,Secondary,7700.0,2,1,late,Rejected
Male,Working,50700.0,2.7,Incomplete higher,24900.0,5,0,0,Rejected
Male,Commercial associate,49600.0,0.0,Higher education,11900.0,1,0,1,Approved
Other,Commercial associate,100600.0,3.5,Incomplete higher,12400.0,3,1,0,Rejected
Female,Working,107400.0,17.3,Secondary,4400.0,1,1,0,Rejected
Female,Commercial associate,92000.0,2.0,Secondary,24100.0,3,1,0,Approved
Male,State servant,32600.0,2.4,Higher education,17200.0,4,0,0,Rejected
Female,Pensioner,88300.0,1.3,Incomplete higher,9400.0,5,1,late,Rejected
Male,Pensioner,75300.0,12.8,Secondary,7800.0,0,1,0,Approved
Male,Working,28200.0,5.2,Secondary,26800.0,1,0,0,Rejected
Female,Commercial associate,23600.0,3.2,Incomplete higher,7000.0,2,0,1,Rejected
Female,Working,95500.0,13.9,Secondary,3200.0,1,1,0,Rejected
Female,Working,55200.0,9.5,Secondary,27700.0,1,1,0,Approved
Female,Working,33600.0,1.7,Higher education,28100.0,0,0,0,Rejected
Female,Working,54500.0,0.1,Secondary,6900.0,1,2,0,Approved
Female,Working,70500.0,12.5,Secondary,42300.0,2,0,0,Rejected
Male,Commercial associate,57700.0,6.6,Secondary,10900.0,3,0,1,Rejected
Male,Working,29800.0,0.0,Lower secondary,7000.0,1,0,0,Rejected
Male,Working,139900.0,0.0,Secondary,16900.0,1,1,0,Approved
Female,Working,94100.0,0.7,Higher education,3800.0,0,0,0,Approved
Female,Commercial associate,51500.0,0.1,Academic degree,5400.0,3,1,2,Rejected
Female,Working,52400.0,0.0,Higher education,14400.0,2,0,0,Approved
Female,Working,70400.0,0.8,Higher education,12600.0,2,1,2,Rejected
Male,Commercial associate,36000.0,1.7,Higher education,21700.0,3,0,0,Rejected
Female,Working,69200.0,4.1,Secondary,4300.0,5,1,0,Rejected
Female,State servant,32900.0,15.3,Higher education,37700.0,1,1,0,Rejected
Male,Working,58000.0,5.1,Lower secondary,8500.0,2,1,0,Approved
Female,Working,35400.0,5.6,Incomplete higher,12300.0,3,0,0,Rejected
Female,Working,36200.0,9.1,Secondary,8200.0,2,2,0,Rejected
Female,Commercial associate,125600.0,5.3,Secondary,3800.0,1,0,0,Approved
Male,Working,61500.0,8.6,Incomplete higher,11300.0,2,0,0,Approved
Male,State servant,65700.0,8.0,Secondary,18600.0,3,0,0,Rejected
Female,Working,24200.0,7.1,Incomplete higher,10100.0,1,0,0,Rejected
Male,Commercial associate,45800.0,20.9,Secondary,5900.0,1,0,0,Approved
Male,Working,73700.0,11.2,Higher education,22100.0,6,1,2,Rejected
Male,Working,65300.0,0.9,Incomplete higher,22700.0,3,0,3,Rejected
Female,Working,22700.0,8.4,Higher education,9700.0,2,2,1,Rejected
Female,Commercial associate,65700.0,2.4,Secondary,15000.0,1,2,0,Rejected
Male,Working,70600.0,8.8,Incomplete higher,22000.0,6,2,3,Rejected
Female,Student,106700.0,0.0,Secondary,18500.0,2,0,1,Approved
Male,Pensioner,44600.0,0.7,Secondary,14700.0,6,0,0,Rejected
Male,Student,21800.0,8.3,Higher education,18000.0,2,1,0,Rejected
Female,Working,38200.0,11.7,Secondary,15700.0,2,0,0,Rejected
Male,Pensioner,36500.0,9.1,Higher education,11800.0,3,0,1,Rejected
Male,Commercial associate,83400.0,10.9,Secondary,4300.0,0,1,0,Rejected
Male,Commercial associate,17600.0,8.4,Secondary,5200.0,1,1,0,Rejected
Female,Student,48900.0,7.4,Incomplete higher,16200.0,0,1,0,Rejected
Male,Commercial associate,113700.0,3.9,Secondary,8100.0,3,2,0,Approved
Male,State servant,60100.0,10.7,Higher education,15800.0,3,0,0,Rejected
Male,Pensioner,89600.0,11.8,Higher education,4200.0,1,2,0,Approved
Male,Working,28600.0,6.2,Incomplete higher,6400.0,0,0,0,Rejected
Male,Commercial associate,29100.0,5.9,Higher education,10100.0,1,2,0,Rejected
Female,Commercial associate,114300.0,14.8,Incomplete higher,1300.0,1,0,default,Approved
Female,State servant,62700.0,6.4,Secondary,5700.0,3,0,0,Rejected
Female,Pensioner,62700.0,6.9,Secondary,7100.0,1,2,0,Approved
Male,Working,36200.0,9.0,Lower secondary,13300.0,2,0,0,Rejected
Male,Working,62700.0,6.0,Incomplete higher,9700.0,1,0,0,Rejected
Male,Working,35800.0,2.2,Higher education,13800.0,1,0,2,Rejected
Female,Commercial associate,102100.0,8.5,Higher education,12100.0,2,2,late,Rejected
Male,Working,204300.0,6.3,Higher education,9400.0,2,0,0,Approved
Male,Pensioner,74400.0,16.1,Secondary,7100.0,3,0,0,Approved
Female,Commercial associate,45000.0,10.6,Incomplete higher,12400.0,0,1,0,Rejected
Male,Pensioner,19100.0,3.4,Incomplete higher,26100.0,3,0,0,Approved
Male,Working,28100.0,10.3,Higher education,7100.0,4,1,0,Rejected
Male,Commercial associate,120500.0,8.1,Secondary,36700.0,1,1,0,Approved
Female,Working,37700.0,13.3,Secondary,12600.0,1,0,0,Rejected
Male,State servant,50700.0,3.8,Secondary,20900.0,0,2,0,Rejected
Male,Working,80400.0,7.5,Higher education,15100.0,0,0,3,Approved
Male,Working,116700.0,6.0,Higher education,16700.0,1,0,0,Approved
Male,Working,54700.0,6.8,Secondary,5700.0,2,0,1,Rejected
Other,Pensioner,49900.0,1.9,Higher education,8100.0,7,0,1,Rejected
Female,Working,61800.0,9.5,Academic degree,2600.0,2,0,0,Approved
Male,Commercial associate,45100.0,8.7,Secondary,9900.0,3,0,3,Rejected
Female,Pensioner,46200.0,13.2,Higher education,17800.0,1,0,0,Rejected
Other,Pensioner,72100.0,6.4,Higher education,10000.0,2,0,0,Approved
Female,Working,65100.0,4.4,Secondary,21700.0,1,0,0,Approved
Female,Working,156300.0,10.6,Higher education,8700.0,1,0,0,Approved
Male,Working,72900.0,2.4,Higher education,6700.0,2,2,0,Approved
Female,Working,100500.0,12.1,Secondary,7800.0,2,0,0,Rejected
Male,Commercial associate,37000.0,12.1,Secondary,18900.0,1,1,1,Rejected
Female,Working,75800.0,13.0,Incomplete higher,31700.0,0,1,3,Rejected
Other,Working,43200.0,8.5,Secondary,39100.0,6,1,0,Rejected
Male,Working,71500.0,4.0,Higher education,17600.0,1,1,0,Approved
Female,Commercial associate,81600.0,7.1,Higher education,21000.0,2,0,0,Approved
Male,Working,61200.0,8.5,Incomplete higher,3200.0,1,0,3,Approved
Female,Commercial associate,176900.0,3.6,Higher education,4100.0,2,0,0,Approved
Male,Working,113800.0,13.4,Incomplete higher,5900.0,4,1,3,Approved
Male,Student,101700.0,9.5,Higher education,27200.0,1,0,0,Approved
Male,Commercial associate,84500.0,1.9,Secondary,26900.0,0,0,0,Approved
Female,Working,132400.0,16.3,Secondary,44800.0,5,0,0,Approved
Female,Working,31400.0,7.0,Secondary,5800.0,0,2,0,Rejected
Male,Working,110900.0,0.8,Secondary,10800.0,2,0,0,Approved
Male,Working,38300.0,2.2,Secondary,2600.0,1,1,2,Rejected
Male,Working,46400.0,14.2,Secondary,3500.0,2,0,0,Approved
Female,State servant,77100.0,16.0,Secondary,9300.0,4,0,0,Rejected
Female,Commercial associate,104300.0,11.7,Secondary,6000.0,1,0,0,Approved
Male,Working,35600.0,13.4,Secondary,6000.0,2,0,0,Approved
Female,Commercial associate,47500.0,12.8,Higher education,7300.0,2,0,0,Approved
Female,Working,62600.0,9.4,Higher education,29200.0,1,1,1,Rejected
Male,Student,55100.0,8.2,Incomplete higher,23700.0,0,1,default,Rejected
Female,Working,87900.0,9.3,Higher education,5100.0,2,1,0,Approved
Male,Pensioner,281000.0,10.3,Incomplete higher,23300.0,1,0,0,Approved
Female,Pensioner,72300.0,2.6,Incomplete higher,6400.0,1,0,0,Rejected
Male,Working,43000.0,10.3,Secondary,3200.0,3,0,0,Approved
Male,Working,33400.0,14.1,Academic degree,7100.0,2,0,0,Approved
Male,Working,51700.0,5.4,Secondary,14200.0,4,0,0,Rejected
Female,State servant,39200.0,4.9,Higher education,5600.0,2,0,0,Rejected
Male,Commercial associate,73900.0,9.0,Incomplete higher,17400.0,0,0,default,Rejected
Male,Commercial associate,73400.0,3.1,Secondary,7500.0,4,0,3,Rejected
Female,Pensioner,48600.0,0.0,Higher education,14900.0,1,0,0,Rejected
Female,Pensioner,146300.0,12.5,Secondary,5100.0,1,4,late,Rejected
Female,Working,43000.0,4.2,Secondary,11600.0,0,0,1,Rejected
Male,Commercial associate,56700.0,6.6,Secondary,5800.0,4,0,0,Rejected
Male,Pensioner,79800.0,3.3,Secondary,9500.0,3,0,3,Rejected
Male,Working,89400.0,13.1,Secondary,37100.0,1,2,late,Rejected
Male,State servant,106400.0,10.9,Higher education,8300.0,2,1,0,Approved
Male,Working,72600.0,5.2,Higher education,4000.0,0,0,1,Approved
Female,Working,96100.0,0.4,Higher education,12100.0,0,0,0,Approved
Female,Pensioner,44400.0,4.7,Higher education,12300.0,4,2,0,Rejected
Male,Working,90500.0,9.5,Secondary,12200.0,2,0,1,Rejected
Female,Working,90000.0,7.5,Secondary,16700.0,1,2,0,Approved
Male,Working,118300.0,7.1,Higher education,8000.0,3,1,0,Approved
Male,Commercial associate,28300.0,7.6,Lower secondary,17900.0,1,1,0,Approved
Female,Pensioner,39800.0,10.4,Secondary,11300.0,3,2,1,Rejected
Male,Working,86700.0,6.3,Secondary,3800.0,1,0,1,Approved
Female,Working,18200.0,8.8,Incomplete higher,19600.0,0,1,0,Rejected
Other,Working,74700.0,1.4,Incomplete higher,13000.0,0,0,0,Approved
Male,Student,96500.0,19.8,Secondary,17200.0,0,1,0,Approved
Male,Working,46200.0,5.0,Secondary,4200.0,1,0,0,Rejected
Female,Student,49300.0,7.6,Secondary,20300.0,2,0,0,Rejected
Female,State servant,36900.0,9.4,Higher education,43300.0,2,0,3,Rejected
Female,Working,47300.0,4.4,Lower secondary,3900.0,1,0,0,Approved
Female,Pensioner,48000.0,6.5,Higher education,22300.0,2,1,0,Rejected
Female,Commercial associate,44000.0,6.5,Secondary,13000.0,2,0,1,Rejected
Female,Commercial associate,43000.0,1.7,Higher education,11400.0,1,0,0,Approved
Other,Working,53000.0,8.8,Incomplete higher,20500.0,1,0,0,Rejected
Female,Pensioner,52700.0,0.0,Higher education,19000.0,5,0,0,Rejected
Female,Pensioner,139200.0,15.6,Incomplete higher,25900.0,1,0,0,Approved
Male,Pensioner,50100.0,10.6,Secondary,4400.0,1,2,2,Rejected
Male,Student,69900.0,9.8,Secondary,26600.0,3,0,0,Approved
Male,Working,46200.0,0.0,Higher education,14800.0,1,0,1,Rejected
Male,Pensioner,45900.0,2.4,Higher education,2600.0,3,0,0,Rejected
Male,State servant,27800.0,13.7,Academic degree,8400.0,2,0,0,Approved
Male,Working,29500.0,28.1,Higher education,13200.0,3,0,0,Approved
Male,Working,34800.0,12.7,Secondary,8200.0,1,1,1,Rejected
Male,Working,65000.0,11.9,Secondary,10400.0,1,1,3,Rejected
Female,State servant,97200.0,9.2,Higher education,7400.0,2,0,0,Approved
Female,Working,26800.0,2.1,Secondary,57900.0,1,1,0,Rejected
Female,Pensioner,46800.0,11.7,Higher education,18000.0,2,0,0,Approved
Female,Working,32400.0,0.8,Secondary,12100.0,3,0,0,Rejected
Male,Working,53200.0,0.2,Secondary,5000.0,3,1,3,Rejected
Female,Commercial associate,97200.0,0.0,Higher education,26000.0,4,0,0,Rejected
Female,Working,49000.0,11.6,Secondary,16500.0,3,0,0,Rejected
Female,State servant,58600.0,6.2,Higher education,5400.0,0,0,0,Approved
Male,Working,115200.0,7.0,Higher education,5500.0,4,0,0,Approved
Female,State servant,73600.0,6.4,Higher education,10500.0,2,0,1,Rejected
Male,Working,42500.0,0.6,Higher education,12200.0,0,0,0,Approved
Male,Student,64300.0,3.0,Higher education,17800.0,1,0,3,Rejected
Female,Commercial associate,41300.0,3.3,Incomplete higher,11100.0,2,1,0,Rejected
Male,Working,72300.0,0.0,Secondary,18800.0,1,0,1,Rejected
Female,Working,75500.0,3.9,Secondary,8200.0,3,0,0,Approved
Female,Working,32400.0,0.9,Higher education,11100.0,5,0,0,Approved
Male,Commercial associate,64800.0,9.5,Higher education,26600.0,1,0,0,Rejected
Male,Pensioner,56800.0,9.9,Higher education,19400.0,4,0,0,Rejected
Female,Working,76500.0,0.0,Higher education,11600.0,0,1,late,Rejected
Male,Working,87000.0,5.0,Higher education,14400.0,2,0,1,Rejected
Female,Commercial associate,74200.0,16.2,Secondary,11100.0,0,1,0,Approved
Male,Commercial associate,52200.0,1.4,Higher education,3600.0,1,0,0,Approved
Male,Commercial associate,91100.0,8.7,Secondary,32600.0,2,1,0,Rejected
Male,Working,40400.0,7.0,Secondary,5700.0,1,0,0,Rejected
Male,Pensioner,33000.0,12.2,Higher education,8700.0,3,0,0,Rejected
Female,Student,14200.0,8.0,Higher education,51700.0,5,0,0,Rejected
Male,Working,58000.0,4.3,Secondary,4800.0,3,0,0,Approved
Male,Working,41400.0,6.8,Incomplete higher,10700.0,4,1,3,Rejected
Male,Working,71600.0,6.9,Higher education,27800.0,1,0,0,Approved
Female,Commercial associate,24700.0,6.0,Higher education,37200.0,1,2,1,Rejected
Female,Working,44700.0,0.0,Lower secondary,16300.0,4,0,3,Rejected
Female,State servant,74000.0,13.0,Secondary,26100.0,3,0,0,Approved
Female,Commercial associate,37700.0,12.0,Incomplete higher,9900.0,1,0,0,Approved
Female,Commercial associate,72000.0,1.1,Secondary,700.0,2,1,0,Rejected
Female,Pensioner,46600.0,4.9,Secondary,24600.0,1,1,0,Rejected
Male,Working,59000.0,5.3,Secondary,11400.0,4,0,0,Rejected
Female,Pensioner,78300.0,0.5,Secondary,9000.0,3,0,0,Rejected
Male,Working,91900.0,0.0,Higher education,8400.0,3,0,0,Rejected
Male,Commercial associate,62400.0,3.0,Secondary,18500.0,1,0,0,Approved
Male,State servant,41500.0,4.6,Higher education,18400.0,0,0,1,Rejected
Female,Pensioner,48700.0,0.0,Secondary,11600.0,1,1,0,Rejected
Male,State servant,79700.0,7.4,Secondary,15800.0,0,0,1,Rejected
Male,Working,37800.0,12.5,Lower secondary,4700.0,3,0,0,Rejected
Male,Pensioner,55300.0,10.9,Higher education,10000.0,0,1,0,Rejected
Male,Commercial associate,50300.0,5.8,Lower secondary,4900.0,2,0,0,Approved
Male,Commercial associate,57200.0,0.0,Higher education,4800.0,4,0,1,Rejected
Male,Working,38000.0,10.2,Secondary,14800.0,0,0,0,Rejected
Male,Working,26000.0,7.3,Higher education,12100.0,1,0,0,Rejected
Female,Commercial associate,75700.0,8.7,Higher education,8300.0,4,1,0,Rejected
Male,Working,92400.0,16.6,Secondary,9600.0,2,0,0,Rejected
Male,Pensioner,26700.0,2.2,Incomplete higher,15600.0,2,0,0,Rejected
Male,Pensioner,70700.0,0.0,Higher education,18800.0,1,0,0,Approved
Male,State servant,97500.0,1.0,Higher education,16800.0,2,1,0,Approved
Female,Working,78300.0,9.0,Higher education,2500.0,0,0,0,Rejected
Male,State servant,49600.0,6.6,Higher education,1200.0,2,0,0,Rejected
Female,Working,39200.0,0.2,Secondary,6200.0,1,0,0,Rejected
Female,Working,62100.0,0.0,Academic degree,1200.0,1,0,0,Approved
Female,Pensioner,66900.0,4.7,Secondary,30200.0,0,0,0,Rejected
Female,Working,62500.0,0.0,Secondary,9400.0,3,1,0,Approved
Female,Working,55200.0,9.2,Secondary,3800.0,2,0,0,Rejected
Female,Working,36800.0,4.4,Higher education,9300.0,3,1,0,Rejected
Male,Commercial associate,72400.0,3.2,Academic degree,2000.0,2,0,0,Approved
Male,Pensioner,74000.0,2.6,Incomplete higher,3900.0,1,0,0,Rejected
Female,Working,65500.0,7.9,Higher education,8800.0,1,0,0,Approved
Male,Working,62900.0,6.7,Academic degree,7700.0,2,0,1,Rejected
Female,Commercial associate,127500.0,7.6,Higher education,8700.0,1,1,0,Approved
Male,Working,45200.0,7.4,Secondary,16000.0,1,0,0,Rejected
Female,Pensioner,106600.0,6.1,Higher education,22000.0,3,0,0,Rejected
Male,State servant,43000.0,1.1,Secondary,12600.0,5,0,0,Rejected
Female,Pensioner,98600.0,2.7,Secondary,22800.0,3,0,3,Rejected
Male,State servant,104300.0,4.4,Secondary,7800.0,0,0,default,Approved
Female,Commercial associate,52500.0,17.2,Secondary,24800.0,2,0,0,Rejected
